ticker,signal,confidence,prediction_value
SOLV,VENDER,0.5589266796286194,0.2205366601856903
KDP,VENDER,0.5582965231836867,0.2208517384081566
CPB,VENDER,0.5575020027088023,0.22124899864559883
UPS,COMPRAR,0.5556054262941128,0.7778027131470564
ON,VENDER,0.5543186154381492,0.22284069228092543
ABT,VENDER,0.548139345598084,0.22593032720095801
LIN,VENDER,0.5438717954972138,0.22806410225139312
AKAM,VENDER,0.5414516278484309,0.22927418607578454
TEL,VENDER,0.5381285957938663,0.23093570210306685
CNC,COMPRAR,0.5359474396013422,0.7679737198006711
DHR,VENDER,0.5356224896971985,0.23218875515140075
JBL,VENDER,0.5352820529034894,0.2323589735482553
FE,VENDER,0.5330812060029555,0.23345939699852228
GRMN,VENDER,0.5321057103789733,0.23394714481051337
KMB,VENDER,0.529791775708522,0.235104112145739
ADP,VENDER,0.5297321428105484,0.23513392859472584
SBAC,VENDER,0.5296952850652232,0.23515235746738838
MRK,VENDER,0.5290980013096829,0.2354509993451586
TPR,COMPRAR,0.5290454882590563,0.7645227441295281
ECL,VENDER,0.5282761237798925,0.2358619381100537
UNP,VENDER,0.5258424663967096,0.2370787668016452
MSI,VENDER,0.5251768392121063,0.23741158039394683
NDSN,VENDER,0.5222270587370377,0.2388864706314812
PG,VENDER,0.5210032562546022,0.2394983718726989
CMG,COMPRAR,0.519746697555914,0.759873348777957
HPQ,VENDER,0.5187700509386768,0.2406149745306616
CL,VENDER,0.5070824055580165,0.24645879722099173
ROL,VENDER,0.5057449576975672,0.2471275211512164
LHX,VENDER,0.5030275746236901,0.248486212688155
IPG,VENDER,0.5022596121355852,0.24887019393220738
DIS,VENDER,0.501991483283699,0.2490042583581505
CMCSA,VENDER,0.5008711649942112,0.24956441750289438
SNA,VENDER,0.49938015541707226,0.25030992229146387
WY,VENDER,0.49922883430907383,0.2503855828454631
NSC,VENDER,0.496038702546558,0.251980648726721
TAP,VENDER,0.49505420121756183,0.2524728993912191
PFE,VENDER,0.49501874980980776,0.2524906250950961
TRMB,VENDER,0.49432877509117723,0.2528356124544114
GE,VENDER,0.49197819617099536,0.2540109019145023
HBAN,VENDER,0.48692153495644386,0.25653923252177807
BBY,VENDER,0.48631082818094495,0.2568445859095275
ZTS,VENDER,0.4862345072780212,0.2568827463609894
BKNG,VENDER,0.4841303677800314,0.2579348161099843
ADM,VENDER,0.4832750010015445,0.25836249949922774
PWR,VENDER,0.48191083218687536,0.2590445839065623
MCO,VENDER,0.4813360390106176,0.2593319804946912
MMM,VENDER,0.48080006236391226,0.25959996881804387
GOOGL,VENDER,0.4798785202488206,0.2600607398755897
BXP,VENDER,0.4770226507217883,0.26148867463910586
CAH,VENDER,0.4764709217887928,0.2617645391056036
EW,VENDER,0.47231927573127763,0.2638403621343612
AMGN,VENDER,0.4714540303284708,0.2642729848357646
FIS,VENDER,0.4692851219185301,0.26535743904073494
HIG,VENDER,0.46770418178462736,0.2661479091076863
SHW,VENDER,0.46581164861299773,0.26709417569350113
AMT,VENDER,0.4648976509963091,0.26755117450184546
WDC,VENDER,0.4568939772774212,0.2715530113612894
AZO,VENDER,0.45666827589016235,0.2716658620549188
BG,COMPRAR,0.4566542167075327,0.7283271083537664
EIX,VENDER,0.45209395558537446,0.27395302220731277
MTCH,VENDER,0.4510845471530528,0.2744577264234736
HON,VENDER,0.45003607329655326,0.27498196335172337
CBRE,VENDER,0.44962967193534,0.27518516403233
AWK,VENDER,0.44884795564960833,0.27557602217519583
PAYC,VENDER,0.44658541486152814,0.27670729256923593
CVX,VENDER,0.4436827216439643,0.27815863917801786
STT,VENDER,0.4416037145780025,0.27919814271099874
GDDY,VENDER,0.44100463571053194,0.279497682144734
FSLR,VENDER,0.4402844847327251,0.27985775763363746
ED,VENDER,0.44000998997280727,0.27999500501359637
T,VENDER,0.43886681286177387,0.28056659356911307
PRU,VENDER,0.43678546435114185,0.2816072678244291
AVY,VENDER,0.4354990407157502,0.2822504796421249
TSCO,VENDER,0.4354732921168192,0.2822633539415904
BLK,VENDER,0.4352605350668399,0.28236973246658004
ACGL,VENDER,0.4351494396081793,0.28242528019591034
PCAR,VENDER,0.431623706125297,0.2841881469373515
CDNS,VENDER,0.4315553618278226,0.2842223190860887
ISRG,VENDER,0.4300613631085968,0.2849693184457016
MLGO,VENDER,0.4284703896251415,0.28576480518742925
MPWR,VENDER,0.4269518633856315,0.28652406830718424
PYPL,VENDER,0.4262011638871901,0.28689941805640495
HST,VENDER,0.42607336307390953,0.28696331846304524
VZ,VENDER,0.4243487859211359,0.28782560703943205
NEM,VENDER,0.42098398819225036,0.2895080059038748
NXPI,VENDER,0.41975923463866605,0.290120382680667
CPAY,VENDER,0.4196733047633099,0.29016334761834506
GLW,VENDER,0.41897254009742224,0.2905137299512889
MAS,VENDER,0.4166961591660574,0.2916519204169713
PFG,VENDER,0.4164987993393451,0.29175060033032746
RCL,VENDER,0.41448279930326637,0.2927586003483668
HCA,VENDER,0.4082987741555031,0.29585061292224846
MET,VENDER,0.4079723844756936,0.2960138077621532
CF,VENDER,0.40518044393343544,0.2974097780332823
REG,VENDER,0.4043968288164701,0.29780158559176495
AMAT,VENDER,0.40428441372853663,0.2978577931357317
POOL,VENDER,0.40261858107465176,0.2986907094626741
CPT,VENDER,0.4022437172095257,0.29887814139523716
O,VENDER,0.39988811156221304,0.3000559442188935
CCL,VENDER,0.3994300401358626,0.3002849799320687
JBHT,VENDER,0.396875333527422,0.301562333236289
ICE,VENDER,0.393307724126989,0.3033461379365055
QCOM,VENDER,0.3927275889553341,0.30363620552233295
JNJ,VENDER,0.3916073543905846,0.3041963228047077
PLD,VENDER,0.38885692356030266,0.30557153821984867
LRCX,VENDER,0.3819512053172537,0.30902439734137316
TXN,COMPRAR,0.3805367558242061,0.690268377912103
ALL,VENDER,0.3794366562414233,0.31028167187928835
FTNT,COMPRAR,0.377833898265004,0.688916949132502
UHS,VENDER,0.37511003028103906,0.31244498485948047
ZBRA,COMPRAR,0.3708075849937078,0.6854037924968539
LMT,VENDER,0.370320751537512,0.314839624231244
CB,VENDER,0.3696745030436779,0.31516274847816106
IQV,VENDER,0.3694735428352067,0.31526322858239664
A,VENDER,0.3677685934401346,0.3161157032799327
MHK,VENDER,0.36554325533159737,0.3172283723342013
XOM,VENDER,0.36531321585960197,0.317343392070199
KIM,VENDER,0.36520113841875235,0.3173994307906238
HSY,VENDER,0.3649074463684322,0.3175462768157839
REGN,VENDER,0.3618773881637576,0.3190613059181212
ABNB,VENDER,0.3606700035456396,0.3196649982271802
HRL,VENDER,0.3601820639405001,0.31990896802974994
COO,VENDER,0.3588115921016267,0.32059420394918664
LNT,VENDER,0.3579575267681129,0.32102123661594356
CPRT,VENDER,0.35718840390975626,0.32140579804512187
LUV,VENDER,0.34961748061654685,0.3251912596917266
AMCR,COMPRAR,0.34492907847540355,0.6724645392377018
AIG,VENDER,0.3433421144573108,0.3283289427713446
BMY,VENDER,0.34224636835454025,0.3288768158227299
DAY,VENDER,0.3418344102394255,0.32908279488028724
VLTO,VENDER,0.34105945814340033,0.32947027092829984
AME,VENDER,0.3378398649236898,0.3310800675381551
UBER,VENDER,0.3360353229063887,0.33198233854680564
ADI,VENDER,0.3357617373096081,0.33211913134519594
COR,VENDER,0.3349347575033488,0.3325326212483256
PM,COMPRAR,0.3345131200446665,0.6672565600223332
BAC,VENDER,0.3328189690681478,0.3335905154659261
TECH,VENDER,0.33132335791944345,0.3343383210402783
ULTA,VENDER,0.331003921928427,0.3344980390357865
XEL,VENDER,0.33002306968159867,0.33498846515920067
KVUE,VENDER,0.3279866231078138,0.3360066884460931
CDW,VENDER,0.3279156727104551,0.33604216364477246
CTVA,VENDER,0.3269776997934981,0.33651115010325094
ENPH,VENDER,0.32656979085498317,0.3367151045725084
NCLH,VENDER,0.32597099185655964,0.3370145040717202
DG,VENDER,0.32512285046957523,0.3374385747652124
ODFL,VENDER,0.3247512086572325,0.33762439567138375
ABBV,VENDER,0.3242941657236401,0.33785291713817994
VICI,VENDER,0.32396993936650587,0.33801503031674707
MU,VENDER,0.3223907348302749,0.33880463258486254
HSIC,VENDER,0.32099443366029856,0.3395027831698507
ADSK,VENDER,0.3200036164234914,0.3399981917882543
NDAQ,VENDER,0.31669373511764753,0.34165313244117623
SCHW,VENDER,0.3160738460804211,0.34196307695978945
XYZ,VENDER,0.31484323229204836,0.3425783838539758
DTE,VENDER,0.3125909770532119,0.34370451147339404
EOG,VENDER,0.3115117857702492,0.3442441071148754
AON,VENDER,0.31066931536707987,0.34466534231646007
CSGP,VENDER,0.3100671506111089,0.34496642469444555
VLO,VENDER,0.30753026729039046,0.34623486635480477
SYTA,VENDER,0.3073747065964577,0.34631264670177114
COF,VENDER,0.307194453780113,0.3464027731099435
JKHY,COMPRAR,0.3061425180818671,0.6530712590409335
MKC,VENDER,0.3026240457566546,0.3486879771216727
RMD,VENDER,0.30131587728532283,0.3493420613573386
RJF,VENDER,0.3000445145392445,0.34997774273037774
AMP,VENDER,0.2999730489294803,0.35001347553525985
INVH,VENDER,0.29647212522304023,0.3517639373884799
EPAM,VENDER,0.2957365468556967,0.35213172657215164
V,VENDER,0.29558088113369085,0.3522095594331546
MSCI,VENDER,0.2947509538425015,0.35262452307874925
EXC,VENDER,0.2945811943433272,0.3527094028283364
WSM,VENDER,0.28948636723691223,0.3552568163815439
FTV,VENDER,0.28500219050494247,0.35749890474752877
SPG,VENDER,0.2829268881158775,0.35853655594206124
TSN,VENDER,0.28241473039341813,0.35879263480329093
HIMS,COMPRAR,0.28171050185417545,0.6408552509270877
EXR,COMPRAR,0.28158435101032087,0.6407921755051604
STX,VENDER,0.2782501974115946,0.3608749012942027
TRV,VENDER,0.27798633580604437,0.3610068320969778
SRE,VENDER,0.2748799409786409,0.36256002951067956
APO,VENDER,0.2748359844895377,0.36258200775523114
CVS,VENDER,0.27375445596412284,0.3631227720179386
EXPE,VENDER,0.2729934135785156,0.3635032932107422
MLM,VENDER,0.267929374653578,0.366035312673211
NWS,VENDER,0.26771524030347826,0.36614237984826087
ADBE,VENDER,0.2676689387048893,0.36616553064755536
CEG,VENDER,0.2672547072285819,0.36637264638570904
ASML,VENDER,0.26635907380914203,0.366820463095429
WMB,COMPRAR,0.25999549290920676,0.6299977464546034
LW,VENDER,0.25516123712815275,0.3724193814359236
WRB,VENDER,0.2536488608681431,0.37317556956592846
EQT,VENDER,0.2511225172883824,0.3744387413558088
KEYS,VENDER,0.2503282201146919,0.37483588994265404
PNW,VENDER,0.24616762164089812,0.37691618917955094
ERIE,VENDER,0.24387861839492087,0.37806069080253957
GS,VENDER,0.24073724496120652,0.37963137751939674
D,VENDER,0.23760497063531483,0.3811975146823426
NTRS,VENDER,0.2371257307455149,0.38143713462724255
RVTY,VENDER,0.23279894112560473,0.38360052943719763
DUK,VENDER,0.23051007619247355,0.3847449619037632
SWK,VENDER,0.23035997395973795,0.384820013020131
SMCI,VENDER,0.23033232507747925,0.3848338374612604
AVB,VENDER,0.22206019542130861,0.3889699022893457
ALLE,VENDER,0.21814436047258257,0.3909278197637087
HUM,COMPRAR,0.21662045378205108,0.6083102268910255
PTC,COMPRAR,0.2160918143963937,0.6080459071981968
WEC,VENDER,0.2149194610810542,0.3925402694594729
FFIV,COMPRAR,0.21467585638571807,0.607337928192859
TER,COMPRAR,0.21402187881066448,0.6070109394053322
PEG,VENDER,0.21366661337159365,0.3931666933142032
NFLX,VENDER,0.21179401688239197,0.394102991558804
DE,VENDER,0.2115602704624766,0.3942198647687617
RL,VENDER,0.2109774804445369,0.39451125977773155
MNST,VENDER,0.20624825912617595,0.396875870436912
NRG,VENDER,0.20346655303795325,0.3982667234810234
LDOS,VENDER,0.20208064664572312,0.39895967667713844
IRM,VENDER,0.20114516294797014,0.39942741852601493
DLTR,VENDER,0.2010966650857815,0.39945166745710925
CARR,COMPRAR,0.20051191305738536,0.6002559565286927
BALL,VENDER,0.20022404758245171,0.39988797620877414
LULU,VENDER,0.19812368255574597,0.400938158722127
UDR,VENDER,0.19716241662528444,0.4014187916873578
URI,VENDER,0.19575644337681286,0.40212177831159357
TSLA,VENDER,0.1940171881113565,0.40299140594432176
MTB,VENDER,0.19109181602650271,0.40445409198674864
KLAC,COMPRAR,0.18895563304116436,0.5944778165205822
DOC,VENDER,0.18799001915241897,0.4060049904237905
VST,VENDER,0.18685808546150406,0.40657095726924797
ES,VENDER,0.1867943626174544,0.4066028186912728
GILD,VENDER,0.18206636441212942,0.4089668177939353
WAT,COMPRAR,0.17470140680524038,0.5873507034026202
PSX,VENDER,0.17232692676057038,0.4138365366197148
PANW,COMPRAR,0.1690178730355314,0.5845089365177657
MDLZ,VENDER,0.16795039091271113,0.41602480454364443
COIN,VENDER,0.16501541307756007,0.41749229346121997
CAT,VENDER,0.16462424199952952,0.41768787900023524
VTR,VENDER,0.16379183687538212,0.41810408156230894
PSA,VENDER,0.16274078505570932,0.41862960747214534
GL,COMPRAR,0.1607619816089092,0.5803809908044546
INTU,VENDER,0.15980658201499864,0.4200967089925007
KR,VENDER,0.15836161277887995,0.42081919361056
WM,VENDER,0.15166300442670255,0.4241684977866487
BLDR,VENDER,0.14890380278245008,0.42554809860877496
PNR,VENDER,0.1488490687002999,0.42557546564985005
HII,COMPRAR,0.14672118794542266,0.5733605939727113
NKE,VENDER,0.14158153346458613,0.42920923326770694
COST,COMPRAR,0.14130340939394115,0.5706517046969706
MPC,COMPRAR,0.14059372530413583,0.5702968626520679
NTAP,VENDER,0.1353184243361516,0.4323407878319242
YUM,COMPRAR,0.13394013814665517,0.5669700690733276
GD,VENDER,0.133269106992582,0.433365446503709
SO,VENDER,0.12882135946514328,0.43558932026742836
IEX,COMPRAR,0.1285474045068602,0.5642737022534301
STLD,VENDER,0.1279762784283296,0.4360118607858352
AEE,VENDER,0.1266589615509206,0.4366705192245397
WMT,VENDER,0.1257229622256234,0.4371385188871883
DXCM,COMPRAR,0.12366248618851827,0.5618312430942591
DGX,COMPRAR,0.12327345370902898,0.5616367268545145
CME,COMPRAR,0.12250988038136978,0.5612549401906849
NI,COMPRAR,0.1219106403910637,0.5609553201955318
DELL,VENDER,0.12134378001349966,0.43932810999325017
DOCU,VENDER,0.12070319286551767,0.43964840356724116
AVGO,VENDER,0.12043383910685457,0.4397830804465727
CSCO,COMPRAR,0.11955991519984188,0.5597799575999209
CNP,COMPRAR,0.11577377846635528,0.5578868892331776
JCI,COMPRAR,0.11340923182885088,0.5567046159144254
DECK,VENDER,0.1126554373963835,0.44367228130180825
PGR,VENDER,0.1122931672040578,0.4438534163979711
SYF,VENDER,0.11200734054128025,0.4439963297293599
ROP,VENDER,0.10881933642436059,0.4455903317878197
AAPL,VENDER,0.107117682090761,0.4464411589546195
DOV,VENDER,0.10679538989757542,0.4466023050512123
DHI,VENDER,0.10410104406152543,0.4479494779692373
META,VENDER,0.1019068306616896,0.4490465846691552
JPM,COMPRAR,0.10168565154056441,0.5508428257702822
MAA,VENDER,0.09573566127136834,0.45213216936431583
C,VENDER,0.09524237564684601,0.452378812176577
DVA,VENDER,0.09363786823965026,0.45318106588017487
CINF,COMPRAR,0.08870763076842492,0.5443538153842125
LYV,VENDER,0.08863118103399903,0.4556844094830005
SOFI,VENDER,0.08692031221286223,0.4565398438935689
MCK,COMPRAR,0.08574088164658811,0.542870440823294
BK,VENDER,0.0831475948142778,0.4584262025928611
WFC,VENDER,0.08077835077430351,0.45961082461284825
GEN,VENDER,0.08013394681217711,0.45993302659391144
AXON,COMPRAR,0.08000165070037513,0.5400008253501876
NBIS,VENDER,0.07916443954690822,0.4604177802265459
EBAY,VENDER,0.07708993094271566,0.46145503452864217
MMC,COMPRAR,0.07383831840370769,0.5369191592018538
EVRG,VENDER,0.07358928214295712,0.46320535892852144
WBD,VENDER,0.07271067548763388,0.46364466225618306
TMUS,VENDER,0.07199658298110556,0.4640017085094472
BX,VENDER,0.06948197285384228,0.46525901357307886
WAB,VENDER,0.0681350503617375,0.46593247481913125
LII,COMPRAR,0.06689215751945499,0.5334460787597275
TRGP,VENDER,0.06682248412290814,0.46658875793854593
AIZ,COMPRAR,0.06576511353017578,0.5328825567650879
BSX,COMPRAR,0.0625221790959738,0.5312610895479869
DPZ,COMPRAR,0.06235910529624977,0.5311795526481249
F,VENDER,0.06176403931428465,0.4691179803428577
CTAS,VENDER,0.061719901921389875,0.46914004903930506
WDAY,VENDER,0.059426185386891706,0.47028690730655415
PLTR,VENDER,0.05848461604412003,0.47075769197794
CMS,VENDER,0.056224899657705274,0.47188755017114736
CHRW,VENDER,0.05443090075087109,0.47278454962456445
CHD,VENDER,0.053390012924816155,0.4733049935375919
NVR,VENDER,0.051361637189838105,0.47431918140508095
NEE,VENDER,0.05119556354836785,0.4744022182258161
TKO,VENDER,0.05102220143758163,0.4744888992812092
NOC,VENDER,0.04946886044775778,0.4752655697761211
UAL,VENDER,0.04942518264942364,0.4752874086752882
ETN,COMPRAR,0.047655342698158965,0.5238276713490795
EQIX,COMPRAR,0.04651130618827293,0.5232556530941365
EG,VENDER,0.04585585326724806,0.47707207336637597
DASH,VENDER,0.045400261729672486,0.47729986913516376
WST,COMPRAR,0.04028409170075831,0.5201420458503792
CI,VENDER,0.0375079762401731,0.48124601187991345
ETR,COMPRAR,0.03583598521996745,0.5179179926099837
EQR,COMPRAR,0.03545352985505734,0.5177267649275287
EFX,COMPRAR,0.03310507406469654,0.5165525370323483
KMX,COMPRAR,0.02543814653686738,0.5127190732684337
MOS,VENDER,0.024278888377897156,0.4878605558110514
DAL,VENDER,0.022329543173855826,0.4888352284130721
HUBB,VENDER,0.014317533790108694,0.49284123310494565
PKG,COMPRAR,0.012653126131284553,0.5063265630656423
NVDA,VENDER,0.012024954853859349,0.4939875225730703
KKR,VENDER,0.010831192820132451,0.4945844035899338
SW,VENDER,0.008852664405052502,0.49557366779747375
HWM,COMPRAR,0.006863435399173223,0.5034317176995866
TT,COMPRAR,0.005702029376793316,0.5028510146883967
TPL,COMPRAR,0.0036780581093494025,0.5018390290546747
OKE,COMPRAR,0.0027781363805936543,0.5013890681902968
