date,portfolio_value,cash,n_positions,portfolio_return,sp500_value,sp500_return
2023-01-03,100000,100000,0,0.0,203.1567840576172,6.337623764274114
2023-01-04,100000,100000,0,0.0,208.27023315429688,9.014138007708272
2023-01-05,100000,100000,0,0.0,206.80087280273438,8.245036011122808
2023-01-06,100000,100000,0,0.0,213.3053436279297,11.649647747835235
2023-01-09,100000,100000,0,0.0,214.1379852294922,12.085474342394464
2023-01-10,100000,100000,0,0.0,216.57716369628906,13.362204742018257
2023-01-11,100000,100000,0,0.0,217.56655883789062,13.880080277456885
2023-01-12,100000,100000,0,0.0,219.0554962158203,14.659429406442648
2023-01-13,100000,100000,0,0.0,218.50694274902344,14.372302041056262
2023-01-17,100000,100000,0,0.0,218.4481964111328,14.341552657002365
2023-01-18,100000,100000,0,0.0,214.9803924560547,12.526412522874342
2023-01-19,100000,100000,0,0.0,215.91102600097656,13.013530687406071
2023-01-20,100000,100000,0,0.0,219.7314453125,15.013239007534484
2023-01-23,100000,100000,0,0.0,219.60409545898438,14.946580732388037
2023-01-24,100000,100000,0,0.0,219.3199920654297,14.797873516362191
2023-01-25,100000,100000,0,0.0,220.30938720703125,15.31574905180082
2023-01-26,100000,100000,0,0.0,220.123291015625,15.218341392600475
2023-01-27,100000,100000,0,0.0,226.7158966064453,18.669085192246747
2023-01-30,100000,100000,0,0.0,224.42367553710938,17.469276173875702
2023-01-31,100000,100000,0,0.0,225.510986328125,18.038403345021827
2023-02-01,100000,100000,0,0.0,226.18690490722656,18.39219697240766
2023-02-02,100000,100000,0,0.0,224.87425231933594,17.70511995614259
2023-02-03,100000,100000,0,0.0,225.4326171875,17.99738286800863
2023-02-06,100000,100000,0,0.0,224.75672912597656,17.643605214328794
2023-02-07,100000,100000,0,0.0,226.5983428955078,18.60755447672695
2023-02-08,100000,100000,0,0.0,225.50120544433594,18.033283772248176
2023-02-09,100000,100000,0,0.0,225.1085968017578,17.827782044532125
2023-02-10,100000,100000,0,0.0,222.9983367919922,16.72321624819817
2023-02-13,100000,100000,0,0.0,224.64727783203125,17.58631551775254
2023-02-14,100000,100000,0,0.0,225.1478271484375,17.84831624359773
2023-02-15,100000,100000,0,0.0,224.68655395507812,17.606873677377145
2023-02-16,100000,100000,0,0.0,221.6536865234375,16.01939080118997
2023-02-17,100000,100000,0,0.0,219.42567443847656,14.853190460247202
2023-02-21,100000,100000,0,0.0,216.54000854492188,13.342756754960794
2023-02-22,100000,100000,0,0.0,215.9511260986328,13.034520137092741
2023-02-23,100000,100000,0,0.0,217.04061889648438,13.60478942821799
2023-02-24,100000,100000,0,0.0,215.48983764648438,12.793069584019134
2023-02-27,100000,100000,0,0.0,216.27503967285156,13.204065052598214
2023-02-28,100000,100000,0,0.0,215.87258911132812,12.993411804696532
2023-03-01,100000,100000,0,0.0,214.3218231201172,12.181699947350655
2023-03-02,100000,100000,0,0.0,215.00888061523438,12.541323977427243
2023-03-03,100000,100000,0,0.0,219.6317901611328,14.961076870584877
2023-03-06,100000,100000,0,0.0,222.5566864013672,16.492044774936865
2023-03-07,100000,100000,0,0.0,219.04287719726562,14.652824279010801
2023-03-08,100000,100000,0,0.0,218.08103942871094,14.149373000092002
2023-03-09,100000,100000,0,0.0,215.94129943847656,13.02937660376009
2023-03-10,100000,100000,0,0.0,212.14288330078125,11.041185325659143
2023-03-13,100000,100000,0,0.0,210.50376892089844,10.183229589437426
2023-03-14,100000,100000,0,0.0,214.6162872314453,12.335830236564194
2023-03-15,100000,100000,0,0.0,212.36863708496094,11.159350815809121
2023-03-16,100000,100000,0,0.0,213.42864990234375,11.714189506936412
2023-03-17,100000,100000,0,0.0,213.3697509765625,11.683360254352525
2023-03-20,100000,100000,0,0.0,214.11572265625,12.073821523866002
2023-03-21,100000,100000,0,0.0,217.845458984375,14.026063976609393
2023-03-22,100000,100000,0,0.0,215.9707489013672,13.044791230052045
2023-03-23,100000,100000,0,0.0,218.4735870361328,14.354842780396048
2023-03-24,100000,100000,0,0.0,216.95223999023438,13.558529575636147
2023-03-27,100000,100000,0,0.0,217.70802307128906,13.954126391629273
2023-03-28,100000,100000,0,0.0,216.25538635253906,13.193777985932908
2023-03-29,100000,100000,0,0.0,219.1704864501953,14.719618330658268
