ticker,score,price,price_change_pct,volume_ratio,short_interest,rsi,market_cap,reasons,data_quality
XAIR,0.6,3.4000000953674316,2.4096434859410953,12.625757486615285,0.37,48.66071542610939,15775116,"['Vol_12.6x', 'Up_2.4%', 'RSI_49']",good
LCFY,0.6,6.340000152587891,19.84877501524707,1.2982501322429045,58.730000000000004,53.30578711879502,8763021,"['SI_58.7%', 'Up_19.8%', 'RSI_53']",good
CLOV,0.5,3.2200000286102295,3.5369819043358834,0.9582232994345431,10.38,65.16129171190852,1638712704,"['SI_10.4%_ok', 'Up_3.5%', 'RSI_65']",good
CTMX,0.5,2.390000104904175,0.42016764631987913,1.0048580685022157,14.770000999999999,51.97369865764022,376530176,"['SI_14.8%_ok', 'Up_0.4%', 'RSI_52']",good
HTOO,0.5,6.710000038146973,56.775694140618604,18.361638268187548,0.06999999999999999,46.331109809086435,5663844,"['Vol_18.4x', 'Gap_56.8%', 'RSI_46']",good
AMC,0.4,3.5,1.7441843541136839,0.6763678242858918,15.03,72.66666528913731,1516003968,"['SI_15.0%_ok', 'Up_1.7%']",good
