date,portfolio_value,cash,n_positions,portfolio_return,sp500_value,sp500_return
2023-01-03,100000.0,100000.0,0,0.0,84.9000015258789,-19.26588192344314
2023-01-04,100000.0,100000.0,0,0.0,88.72000122070312,-15.633322431434848
2023-01-05,99940.1448420372,40084.98687923814,6,-0.059855157962795946,87.70999908447266,-16.593765661805694
2023-01-06,101415.49662960434,40084.98687923814,6,1.4154966296043403,88.5199966430664,-15.823513160487456
2023-01-09,104147.49310482407,40084.98687923814,6,4.147493104824074,89.23999786376953,-15.138841045967034
2023-01-10,104650.4576357689,40084.98687923814,6,4.650457635768901,88.54000091552734,-15.804490460064958
2023-01-11,105638.50926403428,84239.18691830063,2,5.638509264034286,94.44000244140625,-10.193990916116425
2023-01-12,105607.64314083481,84239.18691830063,2,5.607643140834817,98.48999786376953,-6.342721154490738
2023-01-13,105738.83193783188,84239.18691830063,2,5.73883193783189,100.37000274658203,-4.55496457656862
2023-01-17,105538.19149975205,84239.18691830063,2,5.538191499752054,101.2699966430664,-3.6991316884525727
2023-01-18,105013.43140224839,84239.18691830063,2,5.013431402248392,101.11000061035156,-3.8512770166601706
2023-01-19,104797.35544781113,84239.18691830063,2,4.797355447811125,99.0999984741211,-5.762652127190626
2023-01-20,105021.14588741685,84239.18691830063,2,5.021145887416845,101.27999877929688,-3.6896203382413173
2023-01-23,105005.71364406968,84239.18691830063,2,5.005713644069676,105.22000122070312,0.057053591198541476
2023-01-24,105067.45079998398,84239.18691830063,2,5.067450799983986,104.12999725341797,-0.9794659307933551
2023-01-25,105082.88304333115,84239.18691830063,2,5.0828830433311545,104.44000244140625,-0.6846721145204238
2023-01-26,105553.62374309922,84239.18691830063,2,5.553623743099223,109.41999816894531,4.050964585855055
2023-01-27,105052.01528362656,84239.18691830063,2,5.052015283626554,115.94000244140625,10.251044507314955
2023-01-30,104650.73277096177,84239.18691830063,2,4.650732770961774,109.4800033569336,4.1080254320880805
2023-01-31,105525.15673641587,84239.18691830063,2,5.5251567364158705,111.11000061035156,5.65804178493583
2023-02-01,105051.44414333726,84239.18691830063,2,5.051444143337247,113.98999786376953,8.39672298798304
2023-02-02,104834.001707119,84239.18691830063,2,4.8340017071189845,118.5199966430664,12.704443244300512
2023-02-03,104616.56090740586,84239.18691830063,2,4.616560907405853,118.69999694824219,12.87561127293062
2023-02-06,104593.26525692368,84239.18691830063,2,4.593265256923673,118.3499984741211,12.54278656588166
2023-02-07,104756.34462932969,84239.18691830063,2,4.7563446293296785,119.69000244140625,13.81703905791345
2023-02-08,104554.43426327134,84239.18691830063,2,4.554434263271334,116.36000061035156,10.650434155773713
2023-02-09,104104.02059368516,84239.18691830063,2,4.104020593685154,114.94000244140625,9.300112627155354
2023-02-10,104515.60817913437,84239.18691830063,2,4.515608179134367,108.87000274658203,3.5279564047879797
2023-02-13,104701.98320202256,84239.18691830063,2,4.701983202022553,116.41999816894531,10.707487746972255
2023-02-14,104655.38862804795,84239.18691830063,2,4.655388628047952,120.87000274658203,14.939138966703158
2023-02-15,104966.02021221543,84239.18691830063,2,4.966020212215438,137.00999450683594,30.287171677041847
2023-02-16,104717.51527218247,84239.18691830063,2,4.717515272182471,139.4199981689453,32.578920990643034
2023-02-17,104608.79405407334,84239.18691830063,2,4.608794054073351,131.60000610351562,25.142641233030826
2023-02-21,104012.91749340441,816.3274398460671,10,4.012917493404422,128.77999877929688,22.46100636614765
2023-02-22,103252.26018673327,816.3274398460671,10,3.25226018673328,127.20999908447266,20.968043604498465
2023-02-23,103770.8495727196,816.3274398460671,10,3.7708495727196034,125.5199966430664,19.360966405417713
2023-02-24,101904.96360927966,816.3274398460671,10,1.904963609279653,122.77999877929688,16.755415085190073
2023-02-27,102115.0595298424,816.3274398460671,10,2.1150595298424113,123.52999877929688,17.468613995309767
2023-02-28,101901.85386425402,816.3274398460671,10,1.9018538642540328,123.27999877929688,17.230881025269863
2023-03-01,99577.70617824938,816.3274398460671,10,-0.4222938217506189,120.83000183105469,14.901100820892644
2023-03-02,102004.71116024401,816.3274398460671,10,2.0047111602440104,122.37999725341797,16.37504088211932
2023-03-03,103827.50376659777,816.3274398460671,10,3.827503766597773,125.7300033569336,19.560668484681564
2023-03-06,103483.24756771472,816.3274398460671,10,3.48324756771472,126.33000183105469,20.13122616177043
2023-03-07,101561.29271465685,816.3274398460671,10,1.561292714656859,126.94000244140625,20.711295189070555
2023-03-08,102045.43766933825,816.3274398460671,10,2.045437669338246,125.0,18.8664850199499
2023-03-09,100485.53055721667,816.3274398460671,10,0.4855305572166735,119.83999633789062,13.959673035909814
2023-03-10,97781.06221538928,816.3274398460671,10,-2.2189377846107194,118.30000305175781,12.495244324894372
2023-03-13,97843.90418392565,816.3274398460671,10,-2.1560958160743438,115.95999908447266,10.270059952702981
2023-03-14,99233.86662441638,816.3274398460671,10,-0.7661333755836219,116.36000061035156,10.650434155773713
2023-03-15,96887.8165145531,816.3274398460671,10,-3.1121834854469066,113.58000183105469,8.006844689735537
2023-03-16,99052.4385696068,816.3274398460671,10,-0.9475614303931956,119.98999786376953,14.102314268940642
2023-03-17,96668.14442715075,11549.78367885974,9,-3.3318555728492516,118.1500015258789,12.352603091863546
2023-03-20,97561.69729122546,11549.78367885974,9,-2.4383027087745424,118.4000015258789,12.590336061903429
2023-03-21,99066.36498913195,11549.78367885974,9,-0.9336350108680502,123.69000244140625,17.62076657855185
2023-03-22,96823.60929760363,11549.78367885974,9,-3.17639070239637,121.16999816894531,15.224414177730349
2023-03-23,95280.713776516,595.7884110679934,10,-4.719286223483998,120.30000305175781,14.397108085213572
2023-03-24,95966.25775616078,595.7884110679934,10,-4.033742243839223,116.91999816894531,11.182953687052066
2023-03-27,96926.25226299671,595.7884110679934,10,-3.073747737003285,117.91000366210938,12.124381472034894
2023-03-28,96922.03477184681,595.7884110679934,10,-3.07796522815319,116.61000061035156,10.88816712581362
2023-03-29,98055.89065639881,595.7884110679934,10,-1.9441093436011858,118.80000305175781,12.970710264974183
2023-03-30,98520.19377987293,595.7884110679934,10,-1.4798062201270668,122.27999877929688,16.279949145110262
2023-03-31,101195.51658718495,595.7884110679934,10,1.1955165871849527,124.4000015258789,18.295927342861027
2023-04-03,100842.38696758656,595.7884110679934,10,0.8423869675865614,121.45999908447266,15.50018529358077
2023-04-04,101049.9442490807,595.7884110679934,10,1.049944249080692,118.45999908447266,12.647389653101971
2023-04-05,101196.21492855457,595.7884110679934,10,1.1962149285545731,115.33999633789062,9.680479575191603
2023-04-06,101374.66643238452,19525.310933116947,8,1.3746664323845081,109.69000244140625,4.307720256317471
2023-04-10,101368.7409563103,19525.310933116947,8,1.3687409563102992,112.5999984741211,7.074928254963964
2023-04-11,101665.22638416674,19525.310933116947,8,1.6652263841667514,114.25,8.643967308234203
2023-04-12,101570.335957531,19525.310933116947,8,1.5703359575309994,112.41999816894531,6.903760226333855
2023-04-13,103301.84471607592,19525.310933116947,8,3.30184471607593,113.94999694824219,8.358684842172526
2023-04-14,102068.46239185717,19525.310933116947,8,2.0684623918571843,114.6500015258789,9.024341511304934
2023-04-17,102636.0958509026,93.97841926196998,10,2.6360958509025867,116.16999816894531,10.46975477693235
2023-04-18,101910.9988812981,93.97841926196998,10,1.9109988812981094,119.19000244140625,13.341573117833661
2023-04-19,101904.04453559498,93.97841926196998,10,1.9040445355949842,120.0999984741211,14.206917356160954
2023-04-20,99924.62090583424,93.97841926196998,10,-0.07537909416576172,118.4000015258789,12.590336061903429
2023-04-21,101322.9045819817,93.97841926196998,10,1.3229045819816987,115.5,9.832632158433707
2023-04-24,101125.27509589771,93.97841926196998,10,1.1252750958977042,116.12000274658203,10.422212535945064
2023-04-25,95501.87992377857,93.97841926196998,10,-4.498120076221424,112.50499725341797,6.984588565543293
2023-04-26,97594.8218488274,93.97841926196998,10,-2.4051781511726045,113.68000030517578,8.101936426744615
2023-04-27,97995.90824409107,93.97841926196998,10,-2.004091755908932,115.25,9.594899188393802
2023-04-28,99705.48980231861,93.97841926196998,10,-0.29451019768138575,119.66999816894531,13.798016357490962
2023-05-01,100160.0509137688,93.97841926196998,10,0.16005091376880554,121.41999816894531,15.462147147770256
2023-05-02,99282.54363532642,93.97841926196998,10,-0.7174563646735743,120.58000183105469,14.663367850852737
2023-05-03,97640.13234992603,93.97841926196998,10,-2.3598676500739657,118.86000061035156,13.027763856172726
2023-05-04,98190.22727485279,93.97841926196998,10,-1.8097727251472073,117.62999725341797,11.858114451361224
2023-05-05,98543.9619092522,93.97841926196998,10,-1.456038090747791,119.9000015258789,14.01673388214284
2023-05-08,99132.2920071526,10301.459365551034,9,-0.8677079928473996,125.6500015258789,19.484592193060536
2023-05-09,96363.93293000416,697.6653366203718,10,-3.636067069995841,127.06999969482422,20.834913721678895
2023-05-10,96998.6902542229,697.6653366203718,10,-3.001309745777092,113.19000244140625,7.63598183687606
2023-05-11,96404.05077363209,697.6653366203718,10,-3.5959492263679116,111.19999694824219,5.743622171733631
2023-05-12,96169.5195007439,697.6653366203718,10,-3.830480499256095,105.2750015258789,0.10935513480869741
2023-05-15,96695.29059601978,697.6653366203718,10,-3.3047094039802216,105.77999877929688,0.5895731224768719
2023-05-16,95131.1853866692,697.6653366203718,10,-4.868814613330807,105.41000366210938,0.23773297003990557
2023-05-17,96378.76321412281,697.6653366203718,10,-3.621236785877191,108.33000183105469,3.0144523188976535
2023-05-18,97254.88832856373,697.6653366203718,10,-2.7451116714362733,111.87000274658203,6.38075204526678
2023-05-19,97374.05069733814,697.6653366203718,10,-2.6259493026618563,107.37999725341797,2.1110626797253396
