ticker,score,price,price_change_pct,volume_ratio,short_interest,rsi,market_cap,reasons,data_quality
CLOV,0.5,2.9200000762939453,7.749078789333347,0.7976127824746394,12.65,45.512824627539736,1388909056,"['SI_12.7%_ok', 'Up_7.7%', 'RSI_46']",good
AKBA,0.5,3.1600000858306885,7.8498298236573225,1.3230580962742757,11.1999996,69.36936588626493,837858368,"['SI_11.2%_ok', 'Up_7.8%', 'RSI_69']",good
OPAD,0.5,3.0299999713897705,3.7671195966349664,0.6256179368544893,32.700002,21.21211537389395,92668184,"['SI_32.7%', 'Up_3.8%']",good
CTMX,0.4,3.740000009536743,16.87499855645003,1.3035755360748333,19.72,70.37036644578512,616774272,"['SI_19.7%_ok', 'Up_16.9%']",good
