ticker,score,price,price_change_pct,volume_ratio,short_interest,rsi,market_cap,reasons,data_quality
MULN,0.6,0.49399998784065247,-16.72286504200811,2.431844387116311,25.22,1.753647585485183,695574,"['SI_25.2%', 'Vol_2.4x_ok', 'Penny']",good
AMC,0.5,2.944999933242798,0.5119408240217861,0.14218157086919286,10.6400006,52.845517108768526,1510620032,"['SI_10.6%_ok', 'Up_0.5%', 'RSI_53']",good
