ticker,score,price,price_change_pct,volume_ratio,short_interest,rsi,market_cap,reasons,data_quality
MULN,0.6,1.725000023841858,-19.39252620181062,7.689499807685511,25.22,4.5103092838935055,695574,"['SI_25.2%', 'Vol_7.7x']",good
AMC,0.4,3.065000057220459,4.6075081019595,1.768805510452403,15.359998999999998,29.186607128190246,1327586432,"['SI_15.4%_ok', 'Up_4.6%']",good
